ParticipantId,Town/City Size,Age,Community Type,Education,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Migrant Status,Personal Income,Country Of Residence,Household Income,Years of Residence,Race,Employment Status,all_use,all_dd_1,all_dd_2,all_dd_3,all_dd_4,thoughts_BC_A,feel_BC_A,battery_BC_A_1,battery_BC_A_2,battery_BC_A_3,feel_OS_A,battery_OS_A_1,battery_OS_A_2,battery_OS_A_3,feel_DS_A,battery_DS_A_1,battery_DS_A_2,battery_DS_A_3,feel_HD_A,battery_HD_A_1,battery_HD_A_2,battery_HD_A_3,thoughts_A_compare,feel_A_compare,like_A_compare,stands_A_compare,thoughts_EX_B,feel_EX_B,battery_EX_B_1,battery_EX_B_2,battery_EX_B_3,feel_DS_B,battery_DS_B_1,battery_DS_B_2,battery_DS_B_3,feel_HD_B,battery_HD_B_1,battery_HD_B_2,battery_HD_B_3,feel_OS_B,battery_OS_B_1,battery_OS_B_2,battery_OS_B_3,thoughts_B_compare,feel_B_compare,like_B_compare,If_stand_out,thoughts_YOU_C,like_YOU_C,battery_YOU_C_1,battery_YOU_C_2,battery_YOU_C_3,feel_OS_C,battery_OS_C_1,battery_OS_C_2,battery_OS_C_3,feel_HD_C,battery_HD_C_1,battery_HD_C_2,battery_HD_C_3,feel_DS_C,battery_DS_C_1,battery_DS_C_2,battery_DS_C_3,thoughts_C_compare,feel_C_compare,like_C_compare,stands_C_compare,thoughts_AXE_D,feel_AXE_D,battery_AXE_D_1,battery_AXE_D_2,battery_AXE_D_3,feel_HD_D,QID60_1,QID60_2,QID60_3,feel_DS_D,battery_DS_D_1,battery_DS_D_2,battery_DS_D_3,feel_OS_D,battery_OS_D_1,battery_OS_D_2,battery_OS_D_3,treatment,treatment_YOU,treatment_EX
414ABAB060A64BB192D5AFA6A9669B91,"City 20,000 - 49,000",37,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$70,000-$79,999",United States,"$80,000-$89,999",My whole life,White,Part-time,I use deodorant,2,1,4,3,"Using the word ""bro"" is cringey. Pick something more masculine.",Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"I don't like it at all. Using the word ""bro"" is cringey. Say something like ""Axe the old: Try our new line"" etc",1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
067F98EEB233492ABF5563CF1E969931,"City 100,000 - 199,000",31,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strong ,Like it,Agree,Agree,Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Like it,Agree,Somewhat Agree,Strongly Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,it was good,7,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
95041D0DB00D4693BA6C59109A3E8261,"City 200,000+",39,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Its outdated,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Like it,Agree,Agree,Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,0,0,0
1E15174758A74BB095F5445155CD9C87,"City 200,000+",30,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Business Management & Administration,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$40,000-$49,999",Over 20 years,White,Full-time,I use deodorant,3,1,2,4,Trying too hard to be manly.,Somewhat Like it,Somewhat Agree,Somewhat Agree,Neutral,Strongly Like it,Strongly Agree,Somewhat Agree,Agree,Somewhat Like it,Somewhat Agree,Agree,Neutral,Somewhat Dislike it,Somewhat Disagree,Disagree,Neutral,"Cheesy, I like the current tagline better.",1,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
FEFB1A9844B640AEB407C90CE8EEEBF8,"City 200,000+",60,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Marketing and Sales,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but one of my parents was not","$30,000-$39,999",United States,"$40,000-$49,999",My whole life,White,Unemployed,I use deodorant,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,"Its creative, simple and catchy",Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,"Its easy to digest without thinking, catchy, gets to the point fast",6,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8AECD91FEC0F4151925415CD239B2C26,"City 200,000+",33,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$20,000-$29,999",United States,"$20,000-$29,999",My whole life,Vietnamese,Full-time,I use deodorant,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It makes me interested in learning how the axe product has evolved in comparison to its old products.,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,It is very bold and a lot better at grabbing attention than the previous line.,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
6DD3F01138B1437F84357DA4197312F9,"City 200,000+",34,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Medicine,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but both of my parents were not","$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,I think the wordplay fits well with the brand. It rhymes and is easy to understand.,Like it,Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,I think the new tagline is more impactful. The text design is also more appealing as well as matching with the packaging of the product. ,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
C26E207D61F94497895EF589F2E6CF26,"City 20,000 - 49,000",29,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Architecture and Construction,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$40,000-$49,999",United States,"$40,000-$49,999",My whole life,Vietnamese,Full-time,I don't use deodorant,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,its useless and uninteresting,Neutral,Strongly Disgaree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike it,Disagree,Disagree,Disagree,0,0,0
8DFA07C880FC4350BCAE8401C5098747,"City 200,000+",26,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$30,000-$39,999",United States,"$30,000-$39,999",My whole life,Chinese,Unemployed,I use deodorant,1,2,4,3,I don't like the sound of it.,Dislike it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,Dislike it,Disagree,Neutral,Disagree,Somewhat Like it,Agree,Agree,Somewhat Agree,I don't like it.,1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7727D4384DC44B7CAC9802F683CE7E19,"City 200,000+",32,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but one of my parents was not","$60,000-$69,999",United States,"$70,000-$79,999",5-10 years,Filipino,Full-time,I use deodorant,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simple tagline. Unclear what the new effect is.,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Like it,Somewhat Agree,Agree,Agree,0,0,0
0E80AA2748AF4B138DE9EDCF16FF5876,"City 50,000 - 99,000",48,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",5-10 years,White,Unemployed,I use deodorant,4,1,2,3,The new tagline seems like it is meant to be shared. ,Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Like it,Neutral,Neutral,Neutral,Somewhat Like it,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,"I do not care for the ""New Proposed Tagline"". Just is not appealing.",2,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
AF490B61965E48C18F2E6FA04077A84D,"City 50,000 - 99,000",33,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)","Transportation, Distribution & Logistics",Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,The colors really catch my eye,Somewhat Like it,Somewhat Agree,Agree,Agree,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It catches my attention,7,Strongly Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
2365110F31CF40CA9BAEF2200644951C,"City 200,000+",29,"Urban – Densely populated, city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$70,000-$79,999",United States,"$70,000-$79,999",My whole life,White,Full-time,I use deodorant,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They're trying too hard,Strongly Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Strongly Like it,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It seems ingenuine,4,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
DC3B237B079F4641B3E72B071F7C10B0,"City 20,000 - 49,000",40,"Suburban – Mainly residential, bordering a city or large town","Associate degree (for example: AA, AS)",Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$10,000-$19,999",United States,"$60,000-$69,999",My whole life,White,Business Owner,I use deodorant,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheesy,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Like it,Neutral,Somewhat Agree,Neutral,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Dislike it,Disagree,Strongly Disgaree,Disagree,0,0,0
752C3F34BECF4DD5B82BF6A06BDC15A6,"City 200,000+",52,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)",Manufacturing,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,It's alright. Simple and to the point,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Like it,Agree,Agree,Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,I like it.,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3A027EB458E1432AB5977770B373F0CB,"City 200,000+",35,"Urban – Densely populated, city or large town","Some college, but no degree",Retail,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but one of my parents was not","$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is mature and relevant.,Like it,Somewhat Agree,Agree,Strongly Agree,Strongly Like it,Agree,Somewhat Agree,Strongly Agree,Somewhat Like it,Strongly Agree,Somewhat Agree,Agree,Like it,Agree,Somewhat Agree,Strongly Agree,Much more effective and illustrates positive adaptation.,7,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
B7D98C5D17CB49048BDAE5BB59E1ABAA,"City 200,000+",28,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Finance,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$60,000-$69,999",United States,"$60,000-$69,999",My whole life,White,Full-time,I use deodorant,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,Axe usually appeals to teenage boys. The only marketing scheme that ever worked was the Chocolate Axe. ,Dislike it,Disagree,Strongly Disgaree,Strongly Disgaree,Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,Chocolate is the best Axe. They don't have anything to top that. Current Tagline is better.,1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
692F2C0C16A14F73B589FAE0CCFCE7AD,"City 20,000 - 49,000",42,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Hospitality & Tourism,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$90,000-$99,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,I like the time length of coverage,Somewhat Like it,Strongly Agree,Strongly Agree,Strongly Agree,Like it,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,That really hones on the male demo,5,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
30A264DBBF9F4CA3B0B1768B361B0F79,"City 20,000 - 49,000",42,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Manufacturing,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but both of my parents were not","$70,000-$79,999",United States,"$70,000-$79,999",My whole life,An ethnicity not listed here,Full-time,I use deodorant,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,It seems out of place. I feel indifferent to the new tagline,Like it,Agree,Strongly Agree,Strongly Agree,Strongly Like it,Agree,Strongly Agree,Strongly Agree,Strongly Like it,Agree,Agree,Strongly Agree,Like it,Agree,Agree,Strongly Agree,I prefer the older tagline and they should not use the new one,1,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
81FF18829AB64F7FBC1FC422453B329B,"City 50,000 - 99,000",26,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"catchy, hard to read though",Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Neutral,Like it,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Like it,Somewhat Agree,Agree,Agree,It's better than the current. I think it draws attention but it's blurry and kinda hard to read,5,Somewhat Dislike it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
A520D8A9BC4C4FB7835074B9D9CAEA5D,"City 200,000+",43,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Part-time,I use deodorant,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's trendy and in-line with their image. ,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,Like it,Agree,Somewhat Agree,Agree,Like it,Somewhat Agree,Agree,Agree,Like it,Agree,Agree,Agree,0,0,0
193AE35FDA2D4121A9DB98E87E4CF9F8,"City 50,000 - 99,000",49,"Urban – Densely populated, city or large town","Some college, but no degree",Arts,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$40,000-$49,999",My whole life,White,Business Owner,I use deodorant,4,3,1,2,"It sounds terrible. No a ""Bro Culture"" fan.",Neutral,Neutral,Neutral,Neutral,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,"It's not good. Like I said, not a fan.",7,Strongly Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1E12A7620F9E4B9F863E7CAA780AE3C2,"City 200,000+",34,"Suburban – Mainly residential, bordering a city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$60,000-$69,999",United States,"$50,000-$59,999",My whole life,Vietnamese,Full-time,I use deodorant,4,1,2,3,Corny and too high school sounding,Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,I think it's a little too immature sounding,3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
E1ECD03E91884A31B6F0D74F00232067,"City 20,000 - 49,000",44,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Manufacturing,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seems somewhat memorable and fun,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,Like it,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,0,0,0
